"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"11",0,0,0,0,0,0,0,0,0,0,0.0217245410247102,0.0249921916898005,0.0286160051526989,0.0326045530725905,0.0369612907208689,0.0416943080608008,0.0467994909715866,0.0522644347637937,0.0580651856022404,0.0641680299492711,0.0705405575385596,0.0771892753546759,0.084221085246314,0.0915057047078684,0.0992358500307215,0.107361230596684,0.115887093818915,0.124849801178423,0.134263270890605,0.144162588751551
"12",0,0,0,0,0,0,0,0,0,0,0,0.0201011003041916,0.0231135709977094,0.0264471482588888,0.0301085806247928,0.0341084889556163,0.0384476140618733,0.0431198337739974,0.0481093173067215,0.053391809160204,0.0589436973578986,0.0646820566690387,0.0707743778431522,0.0772228725255526,0.0839836502555268,0.0911175437224006,0.0986320285332445,0.106561203971025,0.114920328051428,0.123742981718053
"13",0,0,0,0,0,0,0,0,0,0,0,0,0.0186691734718172,0.0214525759476105,0.0245263790727906,0.0279028258998539,0.0315862201994511,0.0355752448696759,0.0398604841733168,0.0444253203293493,0.0492533597614444,0.054201421579783,0.0594745667837911,0.0651694018436969,0.0710756597344518,0.0773315164874796,0.0839461645986579,0.0909516081289262,0.0983640701723129,0.106215667026232
"14",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174012339736221,0.019979130797248,0.0228262147353015,0.0259493165137021,0.0293507172168321,0.0330259976129252,0.0369646415322509,0.041156112638482,0.0454189964351519,0.0499788793899214,0.0549973187705485,0.0601515817818972,0.0656313065294269,0.0714469595284634,0.0776285806932801,0.0841930271599454,0.0911709720033477
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162749530303221,0.0186732369334973,0.0213183794476299,0.0242152824048936,0.027363353480264,0.030756890743343,0.0343900520840681,0.0380596149888769,0.0419992699426114,0.0464129635439008,0.0509064960407317,0.05570133100205,0.0608088296858711,0.0662571741657477,0.0720635676211631,0.0782572512017683
"16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152758475997015,0.0175138833438311,0.0199783840925179,0.0226716274391313,0.0255916543211323,0.0287363311674652,0.0318926970385557,0.0352936819961604,0.0391685128126834,0.0430823473361252,0.0472737545459166,0.0517546693682908,0.0565515057627511,0.0616815661993513,0.0671726672545708
"17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143883408462095,0.0164828071906984,0.0187843456800533,0.0212938549724531,0.0240120813701468,0.0267250240101053,0.0296587057476991,0.0330548251784485,0.0364607426624968,0.0401212651235447,0.0440486326617047,0.0482675701809171,0.0527952713749303,0.0576581359145839
"18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135988442122046,0.0155635780261066,0.0177178174532253,0.0200644977386447,0.0223946851367654,0.0249234077284512,0.0278954034533572,0.0308568552481379,0.0340509428662,0.037489990044349,0.0411971051830826,0.0451892007823539,0.0494912703785544
"19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128950438359916,0.0147423308608009,0.0167658964376406,0.0187660045575722,0.0209441456442114,0.0235412993299666,0.0261142655435789,0.0288990565603275,0.0319078997143834,0.0351623557826611,0.0386789160121178,0.0424811833547957
"20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122665401527635,0.0140095848408053,0.0157252903938655,0.017600211076481,0.0198668133647799,0.0221005951318291,0.0245266474223246,0.0271569574432739,0.0300116053953752,0.0331065501927767,0.0364640253810452
"21",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117064105782668,0.013177272616169,0.0147901678683321,0.0167658661375833,0.0187038116911975,0.0208157810454213,0.0231134090359242,0.0256153616092996,0.0283369799020081,0.0312991551079145
"22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110421180945933,0.0124287751222346,0.0141489358248912,0.0158291018722818,0.0176663664246475,0.0196719267384003,0.0218631006815881,0.024254548579997,0.0268658520344966
"23",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104444014709143,0.0119404737777386,0.0133962248027227,0.0149934562613283,0.0167428656239985,0.018660488916921,0.0207602619917073,0.0230604948616314
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100767234936526,0.0113372723489341,0.012724955729817,0.0142499284910444,0.0159270110717542,0.0177693877312468,0.0197941395113953
"25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00959477361769736,0.010799677906384,0.0121281784468736,0.0135939461612798,0.0152094005590831,0.0169904402029324
"26",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091656934104962,0.0103223474090872,0.011602639779883,0.0130182237489173,0.0145838649931327
"27",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878539646333743,0.00990302950037949,0.0111427237989116,0.0125181640733013
"28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845238627983804,0.00953742200575996,0.0107450550207287
"29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00816339165876475,0.00922309427504088
"30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00791670846191003
