This file was created by CMPT_VAR_RETS using the 201712 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on VAR.

The portfolios are constructed at the end of each month.

The residual return variance is measured over 60 days up to formation monthend requiring at least 20 non-missing daily returns.  
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials.

The  portfolios  include utilities and include financials.


  Value Weighted Returns -- Monthly
,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197605,   1.014,   2.362,   3.648,   5.835,  15.533,   0.801,   1.509,   2.093,   2.727,   3.356,   4.055,   5.237,   6.644,   9.296,  21.735
197606,   0.912,   1.942,   3.046,   4.633,  11.747,   0.752,   1.340,   1.725,   2.244,   2.773,   3.352,   4.177,   5.346,   7.193,  16.820
197607,   0.826,   1.795,   2.861,   4.453,  11.305,   0.676,   1.215,   1.599,   2.077,   2.619,   3.213,   3.985,   5.111,   6.997,  15.427
197608,   0.765,   1.684,   2.693,   4.265,  10.622,   0.637,   1.146,   1.529,   1.905,   2.455,   3.047,   3.809,   4.880,   6.640,  15.964
197609,   0.692,   1.560,   2.441,   3.866,   9.888,   0.521,   1.002,   1.401,   1.796,   2.185,   2.771,   3.467,   4.477,   6.219,  14.713
197610,   0.670,   1.413,   2.250,   3.565,  10.070,   0.506,   0.955,   1.265,   1.622,   2.053,   2.529,   3.205,   4.142,   5.763,  14.905
197611,   0.683,   1.456,   2.224,   3.537,  10.129,   0.549,   1.020,   1.317,   1.652,   2.018,   2.479,   3.132,   4.243,   5.785,  15.367
197612,   0.750,   1.588,   2.426,   3.905,  11.445,   0.618,   1.084,   1.425,   1.823,   2.234,   2.689,   3.389,   4.531,   6.460,  16.880
197701,   0.789,   1.682,   2.631,   4.221,  11.778,   0.631,   1.177,   1.520,   1.922,   2.409,   2.924,   3.729,   4.806,   6.783,  17.606
197702,   0.762,   1.708,   2.664,   4.358,  12.104,   0.601,   1.193,   1.560,   1.924,   2.421,   2.943,   3.869,   4.938,   6.857,  16.954
197703,   0.738,   1.655,   2.541,   4.066,  12.467,   0.564,   1.159,   1.502,   1.875,   2.282,   2.828,   3.607,   4.740,   6.708,  16.946
197704,   0.687,   1.509,   2.254,   3.575,  11.366,   0.535,   1.041,   1.361,   1.677,   2.057,   2.533,   3.177,   4.198,   6.111,  16.078
197705,   0.648,   1.447,   2.176,   3.548,  10.465,   0.504,   0.963,   1.303,   1.606,   1.974,   2.469,   3.125,   3.987,   5.757,  15.468
197706,   0.598,   1.377,   2.079,   3.383,   9.871,   0.462,   0.884,   1.232,   1.564,   1.938,   2.377,   3.000,   3.807,   5.542,  14.655
197707,   0.575,   1.346,   2.135,   3.428,   9.753,   0.464,   0.896,   1.186,   1.582,   1.941,   2.406,   3.029,   3.997,   5.720,  14.337
197708,   0.583,   1.317,   2.111,   3.338,   9.455,   0.446,   0.887,   1.170,   1.489,   1.910,   2.403,   2.964,   3.835,   5.776,  13.807
197709,   0.594,   1.297,   2.030,   3.249,   9.316,   0.454,   0.889,   1.174,   1.458,   1.814,   2.273,   2.863,   3.764,   5.552,  13.710
197710,   0.572,   1.273,   1.986,   3.172,   9.063,   0.443,   0.880,   1.172,   1.463,   1.810,   2.214,   2.776,   3.685,   5.506,  13.676
197711,   0.610,   1.298,   2.003,   3.245,   9.746,   0.447,   0.912,   1.161,   1.453,   1.824,   2.232,   2.873,   3.735,   5.504,  14.964
197712,   0.642,   1.433,   2.291,   3.758,  11.572,   0.516,   0.960,   1.287,   1.646,   2.048,   2.599,   3.310,   4.354,   6.434,  17.948
197801,   0.637,   1.462,   2.349,   3.920,  12.444,   0.495,   0.968,   1.302,   1.674,   2.122,   2.691,   3.380,   4.528,   6.604,  18.942
197802,   0.653,   1.462,   2.323,   3.896,  12.727,   0.498,   0.988,   1.323,   1.707,   2.100,   2.611,   3.335,   4.501,   6.660,  19.164
197803,   0.631,   1.384,   2.153,   3.598,  12.209,   0.434,   0.945,   1.241,   1.556,   1.935,   2.433,   3.119,   4.061,   6.084,  18.574
197804,   0.622,   1.392,   2.193,   3.739,  11.287,   0.455,   0.917,   1.219,   1.600,   1.953,   2.506,   3.219,   4.414,   6.539,  16.053
197805,   0.625,   1.502,   2.309,   3.985,  11.333,   0.494,   0.975,   1.350,   1.688,   2.084,   2.704,   3.438,   4.665,   6.985,  16.136
197806,   0.686,   1.649,   2.610,   4.397,  11.284,   0.544,   1.069,   1.477,   1.885,   2.381,   2.989,   3.886,   5.083,   7.115,  16.387
197807,   0.740,   1.760,   2.742,   4.566,  13.280,   0.541,   1.147,   1.560,   1.976,   2.482,   3.152,   3.990,   5.170,   7.323,  19.543
197808,   0.711,   1.607,   2.573,   4.328,  13.337,   0.545,   1.058,   1.458,   1.866,   2.317,   2.933,   3.677,   4.922,   6.984,  19.289
197809,   0.721,   1.635,   2.649,   4.416,  13.831,   0.574,   1.037,   1.447,   1.884,   2.386,   2.966,   3.828,   5.044,   7.129,  20.753
197810,   0.755,   1.705,   2.762,   4.579,  14.001,   0.592,   1.083,   1.491,   1.925,   2.474,   3.136,   3.927,   5.368,   7.758,  19.271
197811,   0.765,   1.710,   2.860,   4.896,  14.590,   0.599,   1.132,   1.543,   2.019,   2.569,   3.313,   4.288,   5.578,   7.976,  19.810
197812,   0.867,   1.841,   3.141,   5.123,  15.455,   0.660,   1.199,   1.654,   2.143,   2.797,   3.528,   4.579,   5.926,   8.529,  21.729
197901,   0.903,   1.900,   3.186,   5.330,  15.170,   0.725,   1.245,   1.724,   2.201,   2.872,   3.667,   4.714,   6.133,   8.735,  20.685
197902,   0.775,   1.767,   2.863,   4.841,  14.330,   0.631,   1.173,   1.582,   2.043,   2.555,   3.260,   4.177,   5.605,   7.954,  19.700
197903,   0.687,   1.591,   2.624,   4.382,  12.757,   0.527,   1.083,   1.457,   1.850,   2.358,   3.057,   3.845,   4.956,   7.093,  17.458
197904,   0.633,   1.547,   2.527,   4.274,  11.848,   0.485,   1.011,   1.360,   1.766,   2.249,   2.905,   3.672,   4.844,   6.791,  16.275
197905,   0.622,   1.480,   2.388,   4.109,  11.413,   0.475,   0.963,   1.298,   1.672,   2.124,   2.805,   3.564,   4.711,   6.717,  16.077
197906,   0.634,   1.446,   2.431,   4.264,  11.743,   0.503,   0.978,   1.283,   1.642,   2.173,   2.850,   3.699,   4.880,   6.896,  16.317
197907,   0.683,   1.483,   2.496,   4.557,  13.535,   0.547,   0.990,   1.304,   1.663,   2.183,   2.929,   3.904,   5.218,   7.694,  19.268
197908,   0.698,   1.535,   2.524,   4.467,  14.165,   0.548,   0.988,   1.364,   1.761,   2.293,   2.935,   3.821,   5.272,   7.663,  19.558
197909,   0.720,   1.613,   2.687,   4.434,  13.043,   0.536,   1.026,   1.441,   1.828,   2.425,   3.047,   3.875,   5.071,   7.356,  19.359
197910,   0.706,   1.576,   2.727,   4.397,  11.857,   0.570,   1.018,   1.395,   1.825,   2.386,   3.121,   3.833,   4.943,   7.009,  16.792
197911,   0.810,   1.722,   2.840,   4.608,  12.434,   0.650,   1.171,   1.552,   2.024,   2.535,   3.178,   3.985,   5.302,   7.254,  17.572
197912,   0.917,   1.850,   2.967,   4.786,  13.283,   0.737,   1.287,   1.671,   2.050,   2.612,   3.299,   4.175,   5.448,   7.805,  18.184
198001,   0.983,   1.950,   3.045,   5.009,  13.148,   0.802,   1.397,   1.776,   2.206,   2.741,   3.434,   4.338,   5.638,   7.765,  17.921
198002,   1.183,   2.211,   3.484,   5.651,  14.904,   0.867,   1.539,   2.017,   2.455,   3.037,   3.982,   4.936,   6.373,   8.582,  21.590
198003,   1.303,   2.400,   3.710,   5.807,  14.779,   1.014,   1.681,   2.168,   2.715,   3.379,   4.174,   5.213,   6.515,   8.625,  22.621
198004,   1.614,   2.830,   4.012,   6.125,  14.262,   1.279,   2.083,   2.584,   3.095,   3.738,   4.538,   5.480,   6.850,   9.046,  21.407
198005,   1.625,   2.926,   4.054,   5.850,  13.298,   1.328,   2.158,   2.658,   3.163,   3.687,   4.466,   5.331,   6.566,   8.801,  18.992
198006,   1.510,   2.820,   4.107,   6.284,  14.302,   1.263,   2.066,   2.577,   3.102,   3.708,   4.610,   5.633,   6.938,   9.173,  20.082
198007,   1.284,   2.415,   3.449,   5.597,  12.340,   1.055,   1.749,   2.180,   2.599,   3.144,   3.849,   4.926,   6.262,   8.180,  17.592
198008,   1.146,   2.290,   3.300,   5.438,  12.174,   0.907,   1.596,   2.026,   2.546,   3.032,   3.672,   4.672,   6.046,   7.956,  16.038
198009,   1.089,   2.177,   3.296,   5.225,  11.545,   0.860,   1.523,   1.989,   2.449,   3.060,   3.719,   4.638,   5.864,   7.803,  15.847
198010,   1.119,   2.251,   3.485,   5.410,  12.230,   0.829,   1.582,   2.046,   2.591,   3.191,   3.861,   4.809,   6.056,   8.022,  17.110
198011,   1.156,   2.235,   3.415,   5.319,  12.139,   0.867,   1.567,   1.956,   2.499,   3.090,   3.851,   4.695,   5.841,   7.554,  17.414
198012,   1.231,   2.455,   3.575,   5.433,  13.023,   1.010,   1.667,   2.203,   2.722,   3.263,   3.944,   4.886,   6.052,   8.087,  17.509
198101,   1.399,   2.638,   3.640,   5.529,  13.475,   1.174,   1.897,   2.422,   2.859,   3.388,   4.090,   5.024,   6.157,   8.154,  18.712
198102,   1.524,   2.738,   3.792,   5.623,  13.814,   1.252,   1.939,   2.459,   2.937,   3.498,   4.168,   5.045,   6.303,   8.390,  19.021
198103,   1.407,   2.473,   3.466,   5.198,  12.692,   1.204,   1.818,   2.235,   2.689,   3.177,   3.849,   4.676,   5.912,   8.039,  16.650
198104,   1.245,   2.322,   3.454,   5.201,  16.872,   1.032,   1.703,   2.113,   2.535,   3.084,   3.818,   4.566,   5.654,   7.729,  24.021
198105,   1.247,   2.407,   3.644,   5.419,  16.625,   0.949,   1.683,   2.139,   2.669,   3.329,   4.055,   4.847,   5.982,   7.790,  25.205
198106,   1.184,   2.286,   3.415,   5.308,  14.447,   0.935,   1.607,   2.037,   2.536,   3.125,   3.739,   4.682,   5.901,   7.683,  19.944
198107,   1.216,   2.256,   3.280,   5.003,  11.372,   0.999,   1.608,   2.055,   2.521,   3.001,   3.611,   4.325,   5.555,   7.359,  15.632
198108,   1.132,   2.141,   3.042,   4.660,  10.548,   0.928,   1.516,   1.971,   2.345,   2.847,   3.348,   4.148,   5.280,   7.019,  14.104
198109,   1.051,   2.006,   2.832,   4.449,   9.995,   0.828,   1.397,   1.805,   2.209,   2.599,   3.196,   3.875,   4.955,   6.655,  12.334
198110,   1.003,   1.974,   3.074,   4.867,  12.252,   0.805,   1.384,   1.761,   2.208,   2.728,   3.391,   4.269,   5.569,   7.426,  16.855
198111,   1.052,   2.170,   3.343,   5.338,  15.361,   0.851,   1.535,   1.977,   2.440,   3.045,   3.812,   4.758,   6.151,   8.512,  21.739
198112,   1.181,   2.367,   3.708,   5.817,  16.120,   0.956,   1.680,   2.115,   2.684,   3.333,   4.151,   5.306,   6.736,   9.682,  23.202
198201,   1.055,   2.117,   3.237,   5.220,  13.956,   0.837,   1.472,   1.888,   2.361,   2.870,   3.631,   4.702,   5.903,   8.180,  20.358
198202,   1.042,   2.019,   3.049,   4.942,  13.027,   0.785,   1.380,   1.830,   2.242,   2.761,   3.401,   4.282,   5.607,   7.897,  17.967
198203,   1.006,   1.980,   3.044,   4.725,  12.136,   0.797,   1.367,   1.803,   2.195,   2.736,   3.338,   4.188,   5.332,   7.414,  16.310
198204,   1.016,   2.211,   3.445,   5.253,  12.859,   0.816,   1.517,   2.044,   2.497,   3.096,   3.810,   4.683,   6.033,   8.380,  19.400
198205,   0.970,   2.207,   3.469,   5.255,  13.157,   0.722,   1.443,   1.949,   2.522,   3.129,   3.776,   4.599,   6.121,   8.376,  19.675
198206,   0.851,   2.023,   3.151,   4.947,  12.739,   0.648,   1.322,   1.787,   2.260,   2.857,   3.478,   4.383,   5.584,   7.619,  18.801
198207,   0.835,   1.966,   2.975,   4.591,  11.709,   0.617,   1.276,   1.752,   2.184,   2.701,   3.291,   4.129,   5.164,   6.895,  16.997
198208,   0.881,   2.084,   3.213,   4.754,  12.126,   0.664,   1.309,   1.795,   2.369,   2.864,   3.580,   4.346,   5.413,   7.226,  18.220
198209,   1.109,   2.458,   3.825,   5.827,  14.540,   0.885,   1.629,   2.182,   2.819,   3.458,   4.271,   5.301,   6.426,   8.985,  23.122
198210,   1.267,   2.705,   4.022,   5.985,  15.567,   0.967,   1.804,   2.372,   2.985,   3.690,   4.465,   5.377,   6.738,   9.567,  21.313
198211,   1.464,   3.088,   4.559,   7.134,  16.768,   1.166,   2.146,   2.832,   3.476,   4.128,   5.047,   6.304,   7.878,  10.804,  23.435
198212,   1.547,   3.044,   4.627,   6.909,  16.824,   1.074,   2.142,   2.806,   3.436,   4.239,   5.051,   6.135,   7.731,  10.182,  22.704
198301,   1.619,   3.239,   4.747,   7.191,  17.778,   1.171,   2.278,   2.865,   3.544,   4.292,   5.245,   6.398,   8.310,  10.956,  24.267
198302,   1.436,   2.897,   4.248,   6.424,  16.279,   1.126,   2.019,   2.625,   3.245,   3.875,   4.564,   5.683,   7.384,   9.725,  21.993
198303,   1.330,   2.635,   4.033,   6.077,  15.750,   0.997,   1.803,   2.370,   2.998,   3.650,   4.385,   5.413,   6.992,   9.435,  22.173
198304,   1.211,   2.527,   3.824,   5.403,  13.592,   0.864,   1.690,   2.255,   2.870,   3.446,   4.142,   4.946,   6.137,   8.168,  19.320
198305,   1.128,   2.423,   3.554,   5.359,  13.888,   0.794,   1.622,   2.133,   2.670,   3.309,   3.994,   4.745,   6.061,   8.214,  20.686
198306,   1.036,   2.362,   3.506,   5.265,  13.307,   0.699,   1.553,   2.085,   2.603,   3.173,   3.944,   4.857,   5.886,   7.801,  19.207
198307,   1.110,   2.415,   3.627,   5.502,  13.429,   0.708,   1.665,   2.179,   2.645,   3.286,   3.984,   4.876,   6.187,   8.256,  18.888
198308,   1.056,   2.343,   3.507,   5.240,  12.625,   0.704,   1.538,   2.107,   2.650,   3.254,   3.854,   4.734,   5.756,   7.602,  17.636
198309,   1.027,   2.148,   3.320,   4.988,  11.339,   0.732,   1.431,   1.950,   2.500,   3.007,   3.623,   4.459,   5.564,   7.147,  14.945
198310,   0.956,   2.057,   2.957,   4.235,  10.008,   0.729,   1.291,   1.813,   2.275,   2.751,   3.287,   3.827,   4.757,   6.280,  13.647
198311,   0.956,   1.867,   2.908,   4.424,  11.060,   0.766,   1.240,   1.685,   2.142,   2.634,   3.224,   3.898,   4.865,   6.638,  14.807
198312,   0.976,   1.969,   2.960,   4.573,  11.337,   0.796,   1.289,   1.761,   2.170,   2.680,   3.280,   4.041,   5.076,   6.943,  15.357
198401,   0.928,   1.869,   2.786,   4.537,  11.219,   0.775,   1.253,   1.680,   2.069,   2.519,   3.156,   3.937,   5.051,   6.825,  15.038
198402,   0.861,   1.831,   2.826,   4.367,  10.616,   0.735,   1.259,   1.676,   2.068,   2.558,   3.190,   3.880,   4.880,   6.477,  14.046
198403,   0.990,   1.994,   3.035,   4.453,  10.739,   0.799,   1.410,   1.807,   2.266,   2.760,   3.337,   4.000,   4.920,   6.794,  13.889
198404,   0.989,   2.048,   3.036,   4.540,  11.060,   0.742,   1.373,   1.836,   2.285,   2.755,   3.323,   4.058,   5.049,   6.883,  14.416
198405,   0.941,   1.994,   2.990,   4.538,  11.228,   0.716,   1.327,   1.767,   2.232,   2.729,   3.319,   4.052,   5.027,   6.714,  14.743
198406,   0.816,   1.865,   2.805,   4.238,  11.623,   0.614,   1.216,   1.667,   2.089,   2.550,   3.086,   3.788,   4.786,   6.476,  16.131
198407,   0.854,   1.901,   2.839,   4.350,  11.998,   0.651,   1.253,   1.726,   2.124,   2.578,   3.123,   3.882,   4.849,   7.029,  17.102
198408,   0.860,   1.904,   2.806,   4.413,  12.001,   0.674,   1.244,   1.699,   2.133,   2.578,   3.165,   3.890,   4.932,   7.069,  17.588
198409,   0.913,   2.009,   3.082,   4.776,  13.214,   0.733,   1.261,   1.784,   2.264,   2.787,   3.466,   4.259,   5.416,   7.784,  18.974
198410,   0.902,   1.977,   3.009,   4.685,  13.463,   0.694,   1.272,   1.706,   2.186,   2.738,   3.327,   4.075,   5.359,   7.528,  20.478
198411,   0.785,   1.683,   2.570,   4.000,  11.442,   0.605,   1.130,   1.490,   1.868,   2.288,   2.817,   3.533,   4.467,   6.427,  16.580
198412,   0.753,   1.588,   2.284,   3.680,  10.885,   0.566,   1.071,   1.423,   1.771,   2.118,   2.598,   3.163,   4.228,   5.964,  15.851
198501,   0.711,   1.512,   2.281,   3.695,  10.863,   0.568,   1.023,   1.347,   1.712,   2.052,   2.529,   3.252,   4.290,   6.201,  16.956
198502,   0.746,   1.596,   2.457,   4.100,  12.448,   0.584,   1.091,   1.436,   1.819,   2.215,   2.750,   3.546,   4.742,   6.735,  18.387
198503,   0.800,   1.703,   2.709,   4.332,  13.114,   0.612,   1.155,   1.511,   1.961,   2.387,   2.986,   3.730,   4.949,   7.376,  19.952
198504,   0.811,   1.704,   2.676,   4.190,  12.733,   0.611,   1.077,   1.510,   1.967,   2.458,   2.958,   3.586,   4.810,   7.073,  19.991
198505,   0.766,   1.569,   2.389,   3.805,  11.435,   0.587,   1.037,   1.392,   1.780,   2.181,   2.653,   3.335,   4.387,   6.442,  17.641
198506,   0.747,   1.480,   2.314,   3.692,  10.805,   0.579,   1.027,   1.345,   1.694,   2.066,   2.586,   3.253,   4.137,   6.044,  16.372
198507,   0.798,   1.516,   2.283,   3.617,  10.080,   0.558,   1.072,   1.394,   1.681,   2.064,   2.515,   3.192,   4.100,   5.812,  15.625
198508,   0.881,   1.632,   2.425,   3.840,  10.855,   0.657,   1.157,   1.461,   1.785,   2.197,   2.686,   3.314,   4.352,   6.155,  16.136
198509,   0.762,   1.469,   2.241,   3.670,  10.688,   0.602,   1.011,   1.336,   1.663,   2.033,   2.504,   3.148,   4.223,   6.045,  16.216
198510,   0.754,   1.470,   2.250,   3.586,  10.654,   0.621,   1.062,   1.322,   1.634,   2.018,   2.505,   3.109,   4.162,   6.105,  16.609
198511,   0.680,   1.401,   2.237,   3.836,  11.343,   0.540,   0.933,   1.252,   1.600,   1.982,   2.522,   3.237,   4.339,   6.642,  17.553
198512,   0.776,   1.588,   2.469,   3.995,  11.744,   0.583,   1.092,   1.406,   1.758,   2.227,   2.764,   3.398,   4.611,   6.902,  18.539
198601,   0.831,   1.686,   2.655,   4.227,  12.886,   0.601,   1.141,   1.528,   1.921,   2.411,   2.899,   3.592,   4.847,   6.888,  20.845
198602,   0.948,   1.821,   2.756,   4.320,  13.932,   0.767,   1.230,   1.651,   2.025,   2.501,   3.068,   3.792,   4.907,   7.231,  22.720
198603,   1.083,   2.021,   3.080,   4.658,  15.003,   0.863,   1.407,   1.843,   2.304,   2.793,   3.370,   4.123,   5.269,   7.740,  24.441
198604,   1.217,   2.243,   3.305,   4.940,  13.915,   0.927,   1.541,   2.052,   2.485,   3.025,   3.558,   4.403,   5.473,   8.196,  23.652
198605,   1.216,   2.260,   3.407,   5.135,  15.230,   0.899,   1.616,   2.070,   2.540,   3.077,   3.718,   4.501,   5.920,   8.475,  24.028
198606,   1.144,   2.080,   3.084,   4.794,  13.574,   0.912,   1.463,   1.901,   2.327,   2.815,   3.411,   4.206,   5.465,   7.840,  21.263
198607,   1.020,   1.862,   2.804,   4.353,  13.060,   0.808,   1.309,   1.666,   2.077,   2.542,   3.083,   3.860,   4.931,   7.079,  19.661
198608,   1.012,   1.961,   2.888,   4.512,  13.073,   0.808,   1.394,   1.798,   2.184,   2.630,   3.254,   4.002,   5.262,   7.427,  21.566
198609,   1.059,   2.077,   3.219,   5.300,  15.324,   0.867,   1.423,   1.840,   2.327,   2.932,   3.663,   4.579,   6.119,   8.316,  23.368
198610,   1.219,   2.258,   3.572,   5.800,  15.910,   1.002,   1.610,   2.047,   2.475,   3.158,   4.095,   5.054,   6.570,   9.329,  24.816
198611,   1.139,   2.101,   3.234,   5.242,  15.211,   0.901,   1.430,   1.880,   2.331,   2.850,   3.631,   4.612,   6.037,   8.637,  23.262
198612,   1.074,   1.995,   3.145,   5.174,  14.797,   0.799,   1.346,   1.745,   2.264,   2.808,   3.513,   4.424,   5.932,   8.703,  22.802
198701,   0.859,   1.705,   2.791,   4.493,  13.713,   0.668,   1.134,   1.536,   2.009,   2.515,   3.103,   3.888,   5.195,   8.112,  22.925
198702,   0.970,   1.912,   2.976,   4.814,  14.698,   0.777,   1.325,   1.750,   2.200,   2.675,   3.298,   4.053,   5.514,   8.128,  21.959
198703,   1.088,   2.031,   3.122,   4.803,  14.464,   0.799,   1.359,   1.845,   2.282,   2.786,   3.420,   4.285,   5.585,   8.085,  23.368
198704,   1.134,   2.092,   3.203,   4.998,  15.114,   0.806,   1.441,   1.874,   2.406,   2.902,   3.554,   4.459,   5.771,   8.385,  22.310
198705,   1.250,   2.113,   3.161,   4.943,  14.219,   1.039,   1.472,   1.874,   2.361,   2.872,   3.545,   4.361,   5.524,   8.013,  21.049
198706,   1.210,   2.066,   3.043,   4.822,  13.415,   1.005,   1.464,   1.895,   2.331,   2.782,   3.484,   4.328,   5.475,   7.822,  20.574
198707,   1.151,   2.032,   2.969,   4.517,  12.552,   0.892,   1.419,   1.840,   2.263,   2.727,   3.287,   3.996,   5.195,   7.700,  20.097
198708,   0.973,   1.842,   2.763,   4.484,  12.491,   0.754,   1.228,   1.685,   2.063,   2.499,   3.112,   3.843,   5.074,   7.316,  18.741
198709,   0.986,   1.808,   2.716,   4.352,  12.153,   0.803,   1.214,   1.629,   2.014,   2.449,   3.029,   3.729,   4.928,   7.350,  18.647
198710,   1.051,   1.872,   2.868,   4.688,  12.943,   0.825,   1.245,   1.671,   2.105,   2.592,   3.217,   4.052,   5.233,   7.531,  19.229
198711,   1.852,   3.405,   5.222,   8.226,  21.706,   1.499,   2.314,   3.055,   3.841,   4.732,   5.875,   7.282,   9.274,  13.437,  31.034
198712,   2.112,   4.189,   6.513,  10.427,  26.849,   1.602,   2.765,   3.784,   4.615,   5.919,   7.247,   9.302,  12.012,  17.037,  38.377
